DoF;RMSE_mean;RMSE_std
lateral;0.07199132903170537;0.002673045598232039
longitudinal;0.1190848146475005;0.02497721068185603
vertical;0.06893491271388329;0.010074245145939367
pitch;0.0414466586972622;0.012370588341283788
yaw;0.15350332023032878;0.008207810247446727
roll;0.06550900564082046;0.018417814735926363
