DoF;RMSE_mean;RMSE_std
lateral;0.08455339455430129;0.017899243479620644
longitudinal;0.1741263714276492;0.008892548227543146
vertical;0.08091492501340836;0.022416897271202645
pitch;0.03585768350597291;0.006582787821242825
yaw;0.03750758811815139;0.0026991423892700783
roll;0.03597537035396008;0.016909655979459353
